Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"X., Chen, Xiaoniao; C., Zhang, Chuyue; F., Peng, Fei; L., Wu, Lingling; D., Zhuo, Deyi; L., Wang, Liqiang; M., Zhang, Min; Z., Li, Zhaohui; L., Tian, Lei; Y., Jie, Ying","Chen, Xiaoniao (57200037393); Zhang, Chuyue (57202393052); Peng, Fei (57672685500); Wu, Lingling (55714326100); Zhuo, Deyi (57193551718); Wang, Liqiang (57267011200); Zhang, Min (55700316200); Li, Zhaohui (55865522000); Tian, Lei (37032159000); Jie, Ying (7005686603)",57200037393; 57202393052; 57672685500; 55714326100; 57193551718; 57267011200; 55700316200; 55865522000; 37032159000; 7005686603,Identification of glutamine as a potential therapeutic target in dry eye disease,2025,Signal Transduction and Targeted Therapy,10,1,27,,,0,5,10.1038/s41392-024-02119-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217271679&doi=10.1038%2Fs41392-024-02119-1&partnerID=40&md5=6946ceb47dcedff3f28abb451ea2d03e,"Dry eye disease (DED) is a prevalent inflammatory condition significantly impacting quality of life, yet lacks effective pharmacological therapies. Herein, we proposed a novel approach to modulate the inflammation through metabolic remodeling, thus promoting dry eye recovery. Our study demonstrated that co-treatment with mesenchymal stem cells (MSCs) and thymosin beta-4 (Tβ4) yielded the best therapeutic outcome against dry eye, surpassing monotherapy outcomes. In situ metabolomics through matrix-assisted laser desorption/ionization mass spectrometry imaging (MALDI-MSI) revealed increased glutamine levels in cornea following MSC + Tβ4 combined therapy. Inhibition of glutamine reversed the anti-inflammatory, anti-apoptotic, and homeostasis-preserving effects observed with combined therapy, highlighting the critical role of glutamine in dry eye therapy. Clinical cases and rodent model showed elevated expression of glutaminase (GLS1), an upstream enzyme in glutamine metabolism, following dry eye injury. Mechanistic studies indicated that overexpression and inhibition of GLS1 counteracted and enhanced, respectively, the anti-inflammatory effects of combined therapy, underscoring GLS1’s pivotal role in regulating glutamine metabolism. Furthermore, single-cell sequencing revealed a distinct subset of pro-inflammatory and pro-fibrotic corneal epithelial cells in the dry eye model, while glutamine treatment downregulated those subclusters, thereby reducing their inflammatory cytokine secretion. In summary, glutamine effectively ameliorated inflammation and the occurrence of apoptosis by downregulating the pro-inflammatory and pro-fibrotic corneal epithelial cells subclusters and the related IκBα/NF-κB signaling. The present study suggests that glutamine metabolism plays a critical, previously unrecognized role in DED and proposes an attractive strategy to enhance glutamine metabolism by inhibiting the enzyme GLS1 and thus alleviating inflammation-driven DED progression. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85217271679
"Z., Gong, Zhaohui; H., Yang, Haixin; L., Gao, Li; Y., Liu, Yi; Q., Chu, Qingmin; C., Luo, Chuanjin; L., Kang, Liang; H., Zhai, Huiqi; Q., Xu, Qiang; W., Wu, Wei","Gong, Zhaohui (57204963222); Yang, Haixin (57982727400); Gao, Li (58044021500); Liu, Yi (59279324000); Chu, Qingmin (57215185327); Luo, Chuanjin (57204521072); Kang, Liang (57239779900); Zhai, Huiqi (58511365600); Xu, Qiang (54409654900); Wu, Wei (57211757281)",57204963222; 57982727400; 58044021500; 59279324000; 57215185327; 57204521072; 57239779900; 58511365600; 54409654900; 57211757281,"Mechanisms of wogonoside in the treatment of atherosclerosis based on network pharmacology, molecular docking, and experimental validation",2025,BMC Complementary Medicine and Therapies,25,1,28,,,0,5,10.1186/s12906-025-04760-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217190447&doi=10.1186%2Fs12906-025-04760-x&partnerID=40&md5=102b26de0a3a28b24f4c3d94ff9df807,"Background: Atherosclerosis serves as the fundamental pathology for a variety of cardiovascular disorders, with its pathogenesis being closely tied to the complex interplay among lipid metabolism, oxidative stress, and inflammation. Wogonoside is a natural flavonoid extracted from Scutellaria baicalensis with a variety of biological activities, including anti-inflammatory, hypolipidemic, and cardiac function improvement properties. Despite these known effects, the specific role of wogonoside in the context of atherosclerosis remains to be elucidated. Purpose: To validate the efficacy of wogonoside in the treatment of atherosclerosis and to investigate its possible therapeutic mechanisms. Methods: Network pharmacology was used to obtain the core targets and signaling pathways that may be efficacious in the treatment of atherosclerosis with wogonoside, which were validated using molecular docking and molecular dynamics simulations. To further validate the core targets in the signaling pathway, we performed in vivo experiments using apolipoprotein E (ApoE)-/- mice. This included pathological morphology and lipid deposition analysis of mouse aorta, serum lipid level analysis, Elisa analysis, oxidative stress analysis, reactive oxygen species (ROS) fluorescence assay, immunohistochemical analysis and protein blot analysis. Results: Predictions were obtained that wogonoside treatment of atherosclerosis has 31 core targets, which are mainly focused on pathways such as Toll-like receptor (TLR) signaling pathway and NF-kappa B (NF-κB) signaling pathway. Molecular docking and molecular dynamics simulations showed that wogonoside has good binding properties to the core targets. In vivo experimental results showed that wogonoside significantly inhibited aortic inflammatory response and lipid deposition, significantly reduced the release levels of total cholesterol (TC), triglycerides (TG), low-density-lipoprotein cholesterol (LDL-C), oxidized low density (ox-LDL) and free fatty acid (FFA), and significantly inhibited the release of inflammatory factors TNF-α, IL-1β, IL-6 and oxidative stress in ApoE-/- mice. Further molecular mechanism studies showed that wogonoside significantly inhibited the activation of TLR4/NF-κB signaling pathway in ApoE-/- mice. Conclusion: Wogonoside may be an effective drug monomer for the treatment of atherosclerosis, and its mechanism of action is closely related to the inhibition of the activation of the TLR4/NF-κB signaling pathway. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85217190447
"B., Li, Baolong; K., Yu, Kaiming; X., Zhou, Xiongyao; J., Sun, Jialu; L., Qi, Le; W., Li, Weiye; T., Yang, Tuo; W., Li, Weizhen; N., Wang, Ningning; X., Gu, Xiaosong","Li, Baolong (58355330900); Yu, Kaiming (58546644900); Zhou, Xiongyao (58353355100); Sun, Jialu (59546884000); Qi, Le (59546911600); Li, Weiye (58718147000); Yang, Tuo (57208246643); Li, Weizhen (58352701300); Wang, Ningning (58353355200); Gu, Xiaosong (55549192100)",58355330900; 58546644900; 58353355100; 59546884000; 59546911600; 58718147000; 57208246643; 58352701300; 58353355200; 55549192100,Increased TSPO alleviates neuropathic pain by preventing pyroptosis via the AMPK-PGC-1α pathway,2025,Journal of Headache and Pain,26,1,16,,,0,5,10.1186/s10194-025-01953-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217190430&doi=10.1186%2Fs10194-025-01953-0&partnerID=40&md5=6a5c70abb2cfabee607230dddaec8f84,"Neuropathic pain poses a significant clinical challenge, largely due to the incomplete understanding of its molecular mechanisms, particularly the role of mitochondrial dysfunction. Bioinformatics analysis revealed that pyroptosis and inflammatory responses induced by spared nerve injury (SNI) in the spinal dorsal horn play a critical role in the initiation and persistence of neuropathic pain. Among the factors involved, TSPO (translocator protein) emerged as a key regulator. Our experimental findings showed that TSPO expression was upregulated during neuropathic pain, accompanied by mitochondrial dysfunction, specifically manifested as impaired mitochondrial biogenesis, disrupted mitochondrial dynamics (including insufficient expression of mitochondrial biogenesis and fusion-related proteins, as well as significantly increased expression of fission-related proteins), and activation of pyroptosis. Pharmacological upregulation of TSPO, but not its downregulation, effectively alleviated SNI-induced pain hypersensitivity, improving mitochondrial function and reducing pyroptosis. Immunofluorescence staining confirmed that TSPO was primarily localized in astrocytes, and its expression mirrored the protective effects on mitochondrial health and pyroptosis prevention. PCR array analysis suggested a strong association between TSPO and the mitochondrial regulation pathway AMPK-PGC-1α. Notably, inhibition of AMPK-PGC-1α abolished TSPO effects on mitochondrial balance and pyroptosis suppression. Furthermore, Mendelian randomization analysis of GWAS data indicated that increased TSPO expression was linked to pain relief. Through drug screening, molecular docking, and behavioral assays, we identified zopiclone as a promising TSPO-targeting drug for pain treatment. In summary, this study enhances our understanding of the molecular interplay between TSPO, mitochondrial health, and neuropathic pain, highlighting TSPO as a potential therapeutic target for pain management. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85217190430
"C., Song, Chao; F., Liu, Fei; X., Wu, Xiaofei; D., Zhou, Daqian; Y., Mei, Yongliang; Z., Wei, Zhangchao; H., Shi, Houyin; L., Zeng, Lianlin; F., Chen, Feng; F., Jiang, Feng","Song, Chao (57901259200); Liu, Fei (57744263800); Wu, Xiaofei (57471462900); Zhou, Daqian (58186556700); Mei, Yongliang (58300475000); Wei, Zhangchao (57202394260); Shi, Houyin (57210341455); Zeng, Lianlin (57226118541); Chen, Feng (56805629100); Jiang, Feng (57454515600)",57901259200; 57744263800; 57471462900; 58186556700; 58300475000; 57202394260; 57210341455; 57226118541; 56805629100; 57454515600,ASIC1a mediated nucleus pulposus cells pyroptosis and glycolytic crosstalk as a molecular basis for intervertebral disc degeneration,2025,Inflammation Research,74,1,29,,,0,2,10.1007/s00011-025-02003-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217190295&doi=10.1007%2Fs00011-025-02003-w&partnerID=40&md5=eacb21499aba7c753e443531a6aab634,"Background: One of the etiologic components of degenerative spinal illnesses is intervertebral disc degeneration (IVDD), and the accompanying lower back pain is progressively turning into a significant public health problem. Important pathologic characteristics of IVDD include inflammation and acidic microenvironment, albeit it is unclear how these factors contribute to the disease. Purpose: To clarify the functions of inflammation and the acidic environment in IVDD, identify the critical connections facilitating glycolytic crosstalk and nucleus pulposus cells (NPCs) pyroptosis, and offer novel approaches to IVDD prevention and therapy. Methods: By developing keywords search strategy, literature was found and screened using databases such as PUBMED, Google Scholar, Web of Science, China National Knowledge Infrastructure, and others. Hub genes, protein interaction networks, clinical transcriptome data validation, and enrichment analysis were used to further validate relevant biological pathways. Results: It is clear that disc degeneration is associated with apoptosis or pyroptosis, inflammation, and an acidic environment based on literature review. The process of IVDD is intimately associated with pyroptosis, inflammation, and an acidic environment. The precise mechanism may entail the regulation of key genes such NLRP3, ASIC1a, IL1β, TNF-a, and GSDMD. While the acidic environment exacerbated extracellular matrix degradation and promoted cellular senescence and inflammatory factor expression, it was found to be unfavorable for NPCs survival and proliferation. Moreover, NPCs pyroptosis in an acidic environment, the molecular mechanism behind this phenomenon may be connected to ASIC1a mediated Ca + influx. On the other hand, IVDD can be constantly promoted by the interaction between the degenerating disc’s acidic and inflammatory environments through “crosstalk” between anaerobic glycolysis and positive feedback. Conclusion: In summary, the inflammatory process in NPCs is made worse by the buildup of glucose brought on by metabolic problems, such as anaerobic glycolytic processes, and pyroptosis caused by excessive glucose may be mitigated by inhibiting endoplasmic reticulum stress. A new therapeutic approach for IVDD will involve using ASIC1a as a regulatory target to enhance the inflammatory environment and decrease the incidence of NPCs pyroptosis. Following this, anaerobic glycolysis will be regulated, lactic acid generation will be reduced, and the degenerative vicious loop will be blocked. © 2025 Elsevier B.V., All rights reserved.",Review,Final,,Scopus,2-s2.0-85217190295
"M., Yang, Mengbo; X., Chen, Xinda; M., Zhang, Ming; X., Zhang, Xiaolin; D., Xiao, Dongdong; H., Xu, Huiming; M., Lu, Mujun","Yang, Mengbo (57215196319); Chen, Xinda (57936001100); Zhang, Ming (56805333200); Zhang, Xiaolin (59352358600); Xiao, Dongdong (56405033500); Xu, Huiming (55703817400); Lu, Mujun (22135203800)",57215196319; 57936001100; 56805333200; 59352358600; 56405033500; 55703817400; 22135203800,hUC-MSC preserves erectile function by restoring mitochondrial mass of penile smooth muscle cells in a rat model of cavernous nerve injury via SIRT1/PGC-1a/TFAM signaling,2025,Biological Research,58,1,8,,,0,1,10.1186/s40659-024-00578-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217189455&doi=10.1186%2Fs40659-024-00578-y&partnerID=40&md5=7a17c7a6af647ec746ac0d3375de77cc,"Background: Cavernous nerve injury-induced erectile dysfunction (CNI-ED) is a common complication following radical prostatectomy and severely affects patients’ quality of life. The mitochondrial impairment in corpus cavernosum smooth muscle cells (CCSMCs) may be an important pathological mechanism of CNI-ED. Previous studies have shown that transplantation of human adipose derived stem cells (ADSC) can alleviate CNI-ED in a rat model. However, little is known about the effect of human umbilical cord mesenchymal stem cells (hUC-MSC) on CNI-ED. It remains unclear whether hUC-MSC can ameliorate mitochondrial damage in CCSMCs. In this study, we aimed to investigate the impacts of hUC-MSC on the mitochondrial mass and function of CCSMCs, as well as elucidate its underlying molecular mechanism. Methods: The CNI-ED rat model was established by bilaterally crushing cavernous nerves. Subsequently, hUC-MSC were transplanted into the cavernosum and ADSC were injected as a positive control group. Erectile function evaluation and histological detection were performed 4 weeks after cell transplantation. In vitro, CCSMCs underwent hypoxia and were then co-cultured with ADSC or hUC-MSC using a transwell system. The mitochondrial mass and function, as well as signaling pathways, were investigated. To explore the role of the SIRT1/PGC-1α/TFAM pathway in regulating mitochondrial biogenesis of CCSMCs, we knocked down SIRT1 by siRNA. Results: The administration of hUC-MSC significantly improved erectile function of CNI-ED rats and reduced the ratio of collagen to smooth muscle. Specifically, hUC-MSC treatment restored mitochondrial mass and function in CCSMCs injured by CNI or hypoxia, and inhibited the apoptosis of CCSMCs. Mechanistically, the application of hUC-MSC activated SIRT1/PGC-1α/TFAM pathway both in rat penile tissues and CCSMCs. In addition, knockdown of SIRT1 in CCSMCs abolished the protective effects of hUC-MSC on mitochondrial mass and function, while leading to an increase in cellular apoptosis. Conclusions: hUC-MSC contribute to the recovery of erectile function in CNI-ED rats by restoring mitochondrial mass and function of CCSMCs through the SIRT1/PGC-1α/TFAM pathway. Our present study offers new insights into the role and molecular mechanisms of hUC-MSC in regulating mitochondrial homeostasis, thereby facilitating the restoration of the erectile function in CNI-ED. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85217189455
"Y., Chang, Yuan; Y., He, Yihua; D., Wang, Di; K., Zhang, Kunxue; Y., Zhang, Yuzhen; Z., Li, Zhentong; S., Zeng, Shuxin; S., Xiao, Sheng; S., Pan, Suyue; K., Huang, Kaibin","Chang, Yuan (57211623180); He, Yihua (57211627662); Wang, Di (57203157682); Zhang, Kunxue (57800041600); Zhang, Yuzhen (57869760000); Li, Zhentong (59482759800); Zeng, Shuxin (59482946000); Xiao, Sheng (59546946700); Pan, Suyue (55855560900); Huang, Kaibin (56251420400)",57211623180; 57211627662; 57203157682; 57800041600; 57869760000; 59482759800; 59482946000; 59546946700; 55855560900; 56251420400,ROS-regulated SUR1-TRPM4 drives persistent activation of NLRP3 inflammasome in microglia after whole-brain radiation,2025,Acta Neuropathologica Communications,13,1,16,,,0,0,10.1186/s40478-025-01932-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217189217&doi=10.1186%2Fs40478-025-01932-1&partnerID=40&md5=2d8ff9f86660a594a89850fab5a609d7,"Delayed radiation-induced brain injury (RIBI) characterized by progressive cognitive decline significantly impacts patient outcomes after radiotherapy. The activation of NLRP3 inflammasome within microglia after brain radiation is involved in the progression of RIBI by mediating inflammatory responses. We have previously shown that sulfonylurea receptor 1-transient receptor potential M4 (SUR1-TRPM4) mediates microglial NLRP3-related inflammation following global brain ischemia. However, the role of SUR1-TRPM4 in RIBI remains unclear. Here, we found that whole-brain radiation induced up-regulation and assembly of SUR1-TRPM4, which further activated the NLRP3 inflammasome in microglia and caused persistent neuroinflammation in mice. Blocking SUR1-TRPM4 by glibenclamide or gene deletion of Trpm4 effectively prevented NLRP3-mediated neuroinflammation and alleviated RIBI. Utilizing the mouse model of RIBI and irradiated BV2 cells, we further demonstrated that irradiation caused mitochondrial damage to microglia, leading to violent release of reactive oxygen species (ROS), which enhanced the transcription of SUR1, TRPM4, and NLRP3 inflammasome-related molecules. Moreover, ROS up-regulated ten-eleven translocation 2 (TET2) to enhance TRPM4 expression by mediating the demethylation of the gene promoter, thereby facilitating the assembly of SUR1-TRPM4 in microglia. In summary, this study deciphers that SUR1-TRPM4 crucially mediates the persistent activation of microglial NLRP3 inflammasome under the action of ROS after whole-brain radiation, offering novel therapeutic strategies for delayed RIBI as well as other NLRP3-related neurological disorders involving excessive ROS production. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85217189217
"E., Wang, Enhao; S., Li, Shazhou; Y., Li, Yang; T., Zhou, Tao","Wang, Enhao (57215595672); Li, Shazhou (58978332100); Li, Yang (59070029700); Zhou, Tao (56403827400)",57215595672; 58978332100; 59070029700; 56403827400,HMOX1 as a potential drug target for upper and lower airway diseases: insights from multi-omics analysis,2025,Respiratory Research,26,1,41,,,0,2,10.1186/s12931-025-03124-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217189082&doi=10.1186%2Fs12931-025-03124-w&partnerID=40&md5=a5e2668ea7f384b26fae888dd3b6ab00,"Background : Oxidative stress is key in inflammatory airway diseases. Heme oxygenase 1 (HMOX1) regulates oxidative stress, but its role in airway diseases needs exploration. Methods: Differentially expressed genes (DEGs) between healthy nasal mucosa and chronic rhinosinusitis with nasal polyps (CRSwNP) were identified from Gene Expression Omnibus (GEO). Candidate genes were further screened using Gene Set Enrichment Analysis (GSEA) and Random Forest (RF) algorithms. Causal inference between candidate genes and upper and lower airway diseases (CRSwNP, allergic rhinitis (AR), and asthma (AS)) was conducted using bidirectional two-sample Mendelian randomization (TwoSampleMR) analysis. Single-cell RNA sequencing (scRNA-seq) data were used to determine the cellular localization and intercellular interactions of candidate genes. Molecular docking was used to identify potential therapeutic agents. Results: HMOX1 expression was significantly elevated in CRSwNP. TwoSampleMR analysis indicated a negative causal relationship between HMOX1 exposure and the occurrence of upper and lower airway diseases (CRSwNP [(odds ratio (OR)/95% confidence interval (CI): 0.945/(0.893–0.999), P = 0.044], AR [OR/95% CI: 0.997/(0.994–0.999), P = 0.007], and AS [OR/95% CI: 0.935/(0.895–0.977), P = 0.003]). scRNA-seq data revealed HMOX1 localization in M2 macrophages. Molecular docking identified 15 antioxidants, including Acetylcysteine and Quercetin, that can upregulate HMOX1 expression. Conclusion: HMOX1 may have a protective role in the pathogenesis of upper and lower airway diseases (CRSwNP, AR, and AS) by modulating oxidative stress. Antioxidants that increase HMOX1 expression could offer new therapeutic avenues for these diseases. Clinical trial: Not applicable. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85217189082
"S.P., Houtenbos, Sanne Paulien; Y., He, Yangyang; P., Cazzanelli, Petra; G.A., Soultoukis, George A.; K., Wuertz-Kozak, Karin; T.J., Schulz, Tim Julius; P.M., Wippert, P. M.","Houtenbos, Sanne Paulien (57224108488); He, Yangyang (57224004239); Cazzanelli, Petra (57194049864); Soultoukis, George A. (55927059000); Wuertz-Kozak, Karin (57205068107); Schulz, Tim Julius (7202080927); Wippert, P. M. (54418154200)",57224108488; 57224004239; 57194049864; 55927059000; 57205068107; 7202080927; 54418154200,The underlying mechanisms of the association of bone health with depression – an experimental study,2025,Molecular Biology Reports,52,1,163,,,0,0,10.1007/s11033-025-10230-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217147849&doi=10.1007%2Fs11033-025-10230-x&partnerID=40&md5=46afb68c19fcfd6b87aa16daf4ac022f,"Background: Depression constitutes a risk factor for osteoporosis, but underlying molecular and cellular mechanisms are not fully understood. MiRNAs influence gene expression and are carried by extracellular vesicles (EV), affecting cell-cell communication. Aims: (1) Identify the difference in miRNA expression between depressed patients and healthy controls; (2) Analyze associations of these miRNAs with bone turnover markers; (3) Analyze target genes of differentially regulated miRNAs and predict associated pathways regarding depression and bone metabolism. Methods and results: Blood samples from depressed patients (n = 11) were obtained from a previous study and healthy controls (n = 9) were recruited. Sociodemographic, depression diagnosis and depressive symptom (BDI-II) data were collected through questionnaires. Blood plasma was collected from each participant and real-time-quantitative PCR was performed on isolated plasma EVs; differences in miRNA expression between groups were analyzed using qbase+. Regression models assessed the associations of differentially regulated miRNAs with bone turnover markers procollagen-1 N-terminal-peptide, osteocalcin, and crosslaps; enriched pathways and miRNA target gene networks were analyzed. 19 miRNAs were differentially expressed between groups (p < 0.05). MiR-26b-5p and miR-106a-5p showed an association with procollagen-1 N-terminal-peptide; miR-330-5p and miR-377-3p were associated with osteocalcin, and miR-26b-5p, miR-34c-3p and miR-145 with crosslaps. Pathway analysis including the differentially expressed miRNAs predicted enriched pathways, including the FoxO signaling and p53 signaling pathway. Seven target genes were identified. Conclusions: MiRNAs (e.g. miR-26b-5p, miR-377-3p), genes (TNRC6B, HSPA8), and pathways (FoxO- and Hippo-signaling pathway) are identified which could be mediators between the influence of depression on bone health and could possibly serve as biomarkers in the treatment of bone diseases among people with mental disorders. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85217147849
"L., Shang, Lulu; P., Wu, Peijun; X., Zhou, Xiang","Shang, Lulu (57205555032); Wu, Peijun (57352343300); Zhou, Xiang (55566272600)",57205555032; 57352343300; 55566272600,Statistical identification of cell type-specific spatially variable genes in spatial transcriptomics,2025,Nature Communications,16,1,1059,,,0,4,10.1038/s41467-025-56280-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217138531&doi=10.1038%2Fs41467-025-56280-4&partnerID=40&md5=641af41c066fa23c1206af5ead08eb2e,"An essential task in spatial transcriptomics is identifying spatially variable genes (SVGs). Here, we present Celina, a statistical method for systematically detecting cell type-specific SVGs (ct-SVGs)—a subset of SVGs exhibiting distinct spatial expression patterns within specific cell types. Celina utilizes a spatially varying coefficient model to accurately capture each gene’s spatial expression pattern in relation to the distribution of cell types across tissue locations, ensuring effective type I error control and high power. Celina proves powerful compared to existing methods in single-cell resolution spatial transcriptomics and stands as the only effective solution for spot-resolution spatial transcriptomics. Applied to five real datasets, Celina uncovers ct-SVGs associated with tumor progression and patient survival in lung cancer, identifies metagenes with unique spatial patterns linked to cell proliferation and immune response in kidney cancer, and detects genes preferentially expressed near amyloid-β plaques in an Alzheimer’s model. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85217138531
"Y.H., Lin, Yen Hong; Y., Chen, Yeh; E., Liu, Enwei; M., Chen, Meichih; M., Yu, Minhua; C., Chen, Chengyu; C., Ho, Chiache; T.Y., Hsu-Jiang, Tai Yi; J.J., Lee, Jian Jr; D., Cho, Deryang","Lin, Yen Hong (57200159508); Chen, Yeh (39862753400); Liu, Enwei (57020705700); Chen, Meichih (16199745800); Yu, Minhua (58516014900); Chen, Chengyu (56358403500); Ho, Chiache (35484209100); Hsu-Jiang, Tai Yi (59545363300); Lee, Jian Jr (57219120592); Cho, Deryang (7401737751)",57200159508; 39862753400; 57020705700; 16199745800; 58516014900; 56358403500; 35484209100; 59545363300; 57219120592; 7401737751,Immunomodulation effects of collagen hydrogel encapsulating extracellular vesicles derived from calcium silicate stimulated-adipose mesenchymal stem cells for diabetic healing,2025,Journal of Nanobiotechnology,23,1,45,,,0,7,10.1186/s12951-025-03097-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217120164&doi=10.1186%2Fs12951-025-03097-4&partnerID=40&md5=359c65dbe09b04bdd82c9f55e5e11c79,"Diabetic wounds are characterized by chronic inflammation, reduced angiogenesis, and insufficient collagen deposition, leading to impaired healing. Extracellular vesicles (EVs) derived from adipose-derived mesenchymal stem cells (ADSC) offer a promising cell-free therapeutic strategy, yet their efficacy and immunomodulation can be enhanced through bioactivation. In this study, we developed calcium silicate (CS)-stimulated ADSC-derived EVs (CSEV) incorporated into collagen hydrogels to create a sustained-release system for promoting diabetic wound healing. CSEV exhibited enhanced protein content, surface marker expression, and bioactive cargo enriched with pro-angiogenic and anti-inflammatory factors. In vitro, CSEV-loaded collagen significantly reduced reactive oxygen species production, promoted cell proliferation and migration compared to standard EV-loaded collagen. Cytokine profiling revealed the upregulation of anti-inflammatory cytokines and extracellular matrix components, highlighting their immunomodulatory and regenerative potential. In vivo, histological evaluation of diabetic rabbit models treated with CSEV-loaded collagen revealed superior reepithelialization and organized collagen deposition, indicating accelerated wound closure. These findings underscore the potential of CSEV-loaded collagen hydrogels as an innovative and effective therapeutic platform for enhancing diabetic wound healing by simultaneously addressing inflammation and tissue regeneration. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85217120164
"H., Tao, Hui; R., Ma, Ruilin; J., Cui, Jianjian; Z., Yang, Zejun; W., He, Wencong; Y., Li, Ya'nan; Y., Zhao, Yin","Tao, Hui (57192422508); Ma, Ruilin (57313338600); Cui, Jianjian (58062472300); Yang, Zejun (58062119400); He, Wencong (56996538800); Li, Ya'nan (57204781588); Zhao, Yin (55523714900)",57192422508; 57313338600; 58062472300; 58062119400; 56996538800; 57204781588; 55523714900,Immunomodulatory effect of efferocytosis at the maternal–fetal interface,2025,Cell Communication and Signaling,23,1,49,,,0,0,10.1186/s12964-025-02055-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217119767&doi=10.1186%2Fs12964-025-02055-9&partnerID=40&md5=7ba58aff92fb539550d05bc7b8e574b2,"Efferocytosis is a mechanism by which phagocytes efficiently clear apoptotic cells, averting their secondary necrosis and the subsequent release of potentially immunogenic or cytotoxic substances that can trigger strong immune and inflammatory responses. During efferocytosis, the metabolic pathways of phagocytes are transformed, which, along with the catabolism of apoptotic cargo, can affect their function and inflammatory state. Extensive apoptosis occurs during placental development, and some studies reported the immunomodulatory effects of efferocytosis at the maternal–fetal interface. The dysregulation of efferocytosis is strongly linked to pregnancy complications such as preeclampsia and recurrent spontaneous abortion. In this review, we discuss the mechanisms of efferocytosis and its relationships with metabolism and inflammation. We also highlight the roles of professional and non-professional phagocytes in efferocytosis at the maternal–fetal interface and their impact on pregnancy outcomes and explore relevant regulatory factors. These insights are expected to guide future basic research and clinical strategies for identifying efferocytosis-related molecules as potential predictors or therapeutic targets in obstetric diseases. © 2025 Elsevier B.V., All rights reserved.",Review,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85217119767
